asset_id	objective_id	input_contract	target_label	source_gate	baseline	primary_metric	parameter_cap	consumer	overlap_guard	status	authority
ICM-131	OBJ-ICM-131-CURE-KINETICS	DSC_or_temperature_time_resin_composition_and_catalyst_features	degree_of_cure_curve_and_kinetic_parameters	OPEN_Q_L2	Kamal_Sourour_fit	curve_RMSE_parameter_MAE_and_final_conversion_error	params_le_52k_INT8_weights_le_64KiB	PACKMAT_RELIABILITY	CURE_REACTION_MODEL_NOT_GELPOINT_ONLY	PLAN_ONLY_PRE_FREEZE	0
ICM-132	OBJ-ICM-132-GELPOINT-RHEOLOGY	viscosity_frequency_temperature_and_cure_history	gel_point_time_temperature_and_conversion	OPEN_Q_L2	fixed_viscosity_threshold	time_MAE_temperature_MAE_and_gel_event_F1	params_le_42k_INT8_weights_le_52KiB	PACKMAT_RELIABILITY	GEL_TRANSITION_NOT_FULL_CURE_KINETICS	PLAN_ONLY_PRE_FREEZE	0
ICM-133	OBJ-ICM-133-RESIDUAL-STRESS-TRAJECTORY	cure_temperature_modulus_CTE_geometry_and_time	residual_stress_trajectory_MPa	OPEN_Q_L2	linear_thermoelastic_model	trajectory_RMSE_MPa_peak_MAE_and_interval_coverage	params_le_56k_INT8_weights_le_68KiB	PACKMAT_RELIABILITY	STRESS_EVOLUTION_NOT_PACKAGE_WARPAGE	PLAN_ONLY_PRE_FREEZE	0
ICM-134	OBJ-ICM-134-FTIR-CURE-STATE	FTIR_spectrum_resin_family_temperature_and_reference_peaks	degree_of_cure_and_under_nominal_overcured_class	OPEN_Q_L2	single_peak_area_ratio	conversion_MAE_macro_F1_and_ECE	params_le_46k_INT8_weights_le_58KiB	PACKMAT_RELIABILITY	SPECTROSCOPIC_CURE_STATE_NOT_PL_AI6_AI16	PLAN_ONLY_PRE_FREEZE	0
ICM-135	OBJ-ICM-135-HYBRID-BOND-AFM-ROUGHNESS	AFM_height_map_scan_scale_and_plane_metadata	Ra_Rq_and_peak_density	OPEN_Q_L2	plane_detrend_plus_RMS	Ra_MAE_nm_Rq_MAE_nm_and_peak_density_MAPE	params_le_62k_INT8_weights_le_76KiB	PACKMAT_RELIABILITY	SURFACE_TOPOGRAPHY_NOT_BOND_STRENGTH	PLAN_ONLY_PRE_FREEZE	0
ICM-136	OBJ-ICM-136-SOLDER-JOINT-QUALITY	optical_or_Xray_joint_ROI_geometry_and_process_metadata	solder_joint_quality_good_insufficient_bridge_crack_void	OPEN_Q_L2	handcrafted_geometry_thresholds	macro_F1_void_recall_and_ECE	params_le_72k_INT8_weights_le_88KiB	PACKMAT_RELIABILITY	JOINT_CLASS_NOT_XRAY_VOID_MASK	PLAN_ONLY_PRE_FREEZE	0
ICM-137	OBJ-ICM-137-XRAY-VOID-SEGMENTATION	Xray_joint_image_pixel_scale_and_void_masks	void_pixel_mask_and_area_percent	OPEN_Q_L2	intensity_threshold_morphology	mIoU_void_area_MAE_and_small_void_recall	params_le_84k_INT8_weights_le_100KiB	PACKMAT_RELIABILITY	PIXEL_VOID_TARGET_NOT_SOLDER_QUALITY_CLASS	PLAN_ONLY_PRE_FREEZE	0
ICM-138	OBJ-ICM-138-DELAMINATION-RISK	material_stack_cure_moisture_thermal_cycle_and_interface_features	delamination_probability_and_location_class	OPEN_Q_L2	fixed_moisture_CTE_threshold_rule	AUROC_Brier_score_location_macro_F1_and_ECE	params_le_52k_INT8_weights_le_64KiB	PACKMAT_RELIABILITY	INTERFACE_FAILURE_RISK_NOT_WARPAGE_MAGNITUDE	PLAN_ONLY_PRE_FREEZE	0
ICM-139	OBJ-ICM-139-WARPAGE-TRAJECTORY	package_stack_geometry_CTE_modulus_temperature_and_time	warpage_curve_um_vs_temperature	OPEN_Q_L2	linear_CTE_mismatch_model	trajectory_RMSE_um_peak_MAE_and_sign_accuracy	params_le_58k_INT8_weights_le_72KiB	PACKMAT_RELIABILITY	GEOMETRIC_WARPAGE_NOT_RESIDUAL_STRESS_TARGET	PLAN_ONLY_PRE_FREEZE	0
ICM-140	OBJ-ICM-140-THERMAL-INTERFACE-RESISTANCE	TIM_thickness_conductivity_pressure_void_fraction_and_temperature	thermal_interface_resistance_K_per_W	OPEN_Q_L2	thickness_over_bulk_conductivity	MAPE_MAE_K_per_W_and_interval_coverage	params_le_44k_INT8_weights_le_56KiB	PACKMAT_RELIABILITY	INTERFACE_RESISTANCE_NOT_PACKAGE_HOTSPOT_MAP	PLAN_ONLY_PRE_FREEZE	0
ICM-141	OBJ-ICM-141-BOND-STRENGTH	surface_roughness_oxide_cleaning_pressure_temperature_and_material_pair	bond_strength_MPa	OPEN_Q_L2	linear_roughness_oxide_regression	MAE_MPa_weak_bond_AUPRC_and_ECE	params_le_50k_INT8_weights_le_64KiB	PACKMAT_RELIABILITY	MECHANICAL_STRENGTH_NOT_AFM_ROUGHNESS_MEASUREMENT	PLAN_ONLY_PRE_FREEZE	0
ICM-142	OBJ-ICM-142-PACKAGE-THERMAL-HOTSPOT	package_power_map_geometry_material_stack_and_boundary_conditions	package_temperature_field_and_hotspot_xy	OPEN_Q_L2	lumped_RC_network	field_RMSE_C_hotspot_FDE_px_and_peak_MAE_C	params_le_82k_INT8_weights_le_100KiB	PACKMAT_RELIABILITY	PACKAGE_FIELD_NOT_FURNACE_AI14_OR_ICM034	PLAN_ONLY_PRE_FREEZE	0
ICM-143	OBJ-ICM-143-PHOSCORE-GROUNDED-QA	phosphor_RAG_evidence_composition_process_property_cards_and_question	cited_phosphor_process_structure_property_answer_with_uncertainty	LICENSED_CORPUS_REQUIRED	retrieval_only_top_passage_extract	grounded_claim_F1_citation_precision_numeric_consistency_and_refusal_F1	params_le_1800k_W8_weights_le_1800KiB	DOMAIN_QA	FOUNDATION_PHOSPHOR_QA_NOT_EXPERT_ROLE_PROMPT_OR_AI6_AI16	PLAN_ONLY_PRE_FREEZE	0
ICM-144	OBJ-ICM-144-FURNACE-EVIDENCE-QA	live_sensor_EvidenceCards_log_events_recipe_state_and_question	cited_furnace_evidence_summary_without_control_command	LICENSED_CORPUS_REQUIRED	E5_operator_brief_LM	critical_evidence_recall_unsupported_claim_rate_numeric_consistency_and_refusal_F1	params_le_1800k_W8_weights_le_1800KiB	DOMAIN_QA	EVIDENCE_NARRATION_NOT_CONTROL_POLICY_OR_AI14	PLAN_ONLY_PRE_FREEZE	0
ICM-145	OBJ-ICM-145-SEMIMAT-GROUNDED-QA	semiconductor_material_RAG_property_cards_source_state_and_question	cited_material_screening_answer_separating_experimental_and_computed_claims	LICENSED_CORPUS_REQUIRED	generic_flagship_nanoLM_without_domain_SFT	source_state_accuracy_grounded_claim_F1_citation_precision_and_refusal_F1	params_le_1800k_W8_weights_le_1800KiB	DOMAIN_QA	SEMIMAT_FOUNDATION_NOT_INDIVIDUAL_PROPERTY_REGRESSOR	PLAN_ONLY_PRE_FREEZE	0
ICM-146	OBJ-ICM-146-METROLOGY-GROUNDED-QA	metrology_RAG_measurement_context_quality_flags_and_question	cited_measurement_interpretation_with_units_and_limits	LICENSED_CORPUS_REQUIRED	keyword_retrieval_plus_template	claim_entailment_F1_unit_accuracy_citation_precision_and_refusal_F1	params_le_1600k_W8_weights_le_1600KiB	DOMAIN_QA	METROLOGY_QA_NOT_SEM_PIXEL_MODEL	PLAN_ONLY_PRE_FREEZE	0
ICM-147	OBJ-ICM-147-PACKMAT-GROUNDED-QA	packaging_material_RAG_stack_reliability_evidence_and_question	cited_packaging_material_reliability_answer	LICENSED_CORPUS_REQUIRED	generic_flagship_nanoLM_without_packaging_SFT	grounded_claim_F1_constraint_accuracy_citation_precision_and_refusal_F1	params_le_1600k_W8_weights_le_1600KiB	DOMAIN_QA	PACKAGING_FOUNDATION_NOT_SINGLE_RELIABILITY_REGRESSOR	PLAN_ONLY_PRE_FREEZE	0
ICM-148	OBJ-ICM-148-FABQUALITY-GROUNDED-QA	fab_quality_RAG_virtual_metrology_yield_evidence_and_question	cited_fab_quality_answer_with_dataset_scope	LICENSED_CORPUS_REQUIRED	E4_batch_QC_LM	scope_accuracy_grounded_claim_F1_citation_precision_and_refusal_F1	params_le_1600k_W8_weights_le_1600KiB	DOMAIN_QA	FAB_QA_NOT_SECOM_YIELD_CLASSIFIER	PLAN_ONLY_PRE_FREEZE	0
ICM-149	OBJ-ICM-149-PHASE-EVOLUTION-EXPERT	phase_evolution_RAG_recipe_XRD_evidence_and_query	cited_phase_sequence_mechanism_answer	LICENSED_CORPUS_REQUIRED	E6_formula_chemistry_LM	phase_order_accuracy_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	MECHANISM_EXPLANATION_NOT_AI11_PURITY_OR_ICM075_RANKER	PLAN_ONLY_PRE_FREEZE	0
ICM-150	OBJ-ICM-150-DOPANT-SITE-EXPERT	dopant_site_RAG_host_coordination_and_site_rank_evidence	cited_dopant_site_occupancy_explanation	LICENSED_CORPUS_REQUIRED	ionic_radius_rule_template	site_claim_accuracy_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	EXPLAINS_SITE_EVIDENCE_NOT_AI12_DOPANT_CLASS_OR_ICM086_RANK	PLAN_ONLY_PRE_FREEZE	0
ICM-151	OBJ-ICM-151-ATMOSPHERE-DEFECT-EXPERT	atmosphere_defect_RAG_gas_valence_vacancy_EvidenceCards	cited_atmosphere_to_defect_mechanism_answer	LICENSED_CORPUS_REQUIRED	fixed_oxidizing_reducing_rule_template	causal_edge_accuracy_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	MECHANISM_QA_NOT_ICM083_OR_ICM084_NUMERIC_HEAD	PLAN_ONLY_PRE_FREEZE	0
ICM-152	OBJ-ICM-152-NIR-ENERGY-TRANSFER-EXPERT	NIR_energy_transfer_RAG_host_dopant_spectra_and_decay_evidence	cited_energy_transfer_pathway_answer	LICENSED_CORPUS_REQUIRED	spectral_overlap_template	pathway_accuracy_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	ENERGY_TRANSFER_REASONING_NOT_AI6_AI16_PEAK_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-153	OBJ-ICM-153-THERMAL-QUENCH-EXPERT	thermal_quench_RAG_temperature_PL_curves_and_kinetic_EvidenceCards	cited_quenching_mechanism_and_kinetic_interpretation	LICENSED_CORPUS_REQUIRED	AI7_band_label_plus_static_template	mechanism_accuracy_parameter_consistency_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	EXPLAINS_EVIDENCE_NOT_AI7_CLASS_OR_ICM092_KINETIC_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-154	OBJ-ICM-154-SINTERING-KINETICS-EXPERT	sintering_RAG_density_shrinkage_grain_and_schedule_evidence	cited_sintering_stage_and_rate_limitation_answer	LICENSED_CORPUS_REQUIRED	master_sintering_curve_template	stage_accuracy_numeric_consistency_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	KINETIC_EXPLANATION_NOT_ICM079_080_081_PREDICTORS	PLAN_ONLY_PRE_FREEZE	0
ICM-155	OBJ-ICM-155-PRECURSOR-IMPURITY-EXPERT	precursor_impurity_RAG_purity_supplier_and_batch_evidence	cited_impurity_effect_and_mitigation_hypothesis	LICENSED_CORPUS_REQUIRED	purity_threshold_lookup	impurity_effect_accuracy_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	IMPURITY_QA_NOT_PRECURSOR_COMPATIBILITY_SCORE	PLAN_ONLY_PRE_FREEZE	0
ICM-156	OBJ-ICM-156-HOST-TRANSFER-EXPERT	source_host_target_host_RAG_site_and_property_evidence	cited_transferability_limits_and_expected_shift	LICENSED_CORPUS_REQUIRED	nearest_host_template	transfer_constraint_accuracy_grounded_claim_F1_and_uncertainty_calibration	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	HOST_TRANSFER_REASONING_NOT_AI15_HOST_ID	PLAN_ONLY_PRE_FREEZE	0
ICM-157	OBJ-ICM-157-XRD-EVIDENCE-EXPERT	XRD_peaks_phase_cards_instrument_metadata_and_RAG	cited_phase_evidence_interpretation_with_ambiguity	LICENSED_CORPUS_REQUIRED	top_peak_lookup_template	phase_claim_entailment_peak_numeric_accuracy_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	XRD_INTERPRETATION_NOT_AI11_PURITY_BINARY	PLAN_ONLY_PRE_FREEZE	0
ICM-158	OBJ-ICM-158-PL-EVIDENCE-EXPERT	PL_spectrum_peak_FWHM_decay_measurement_metadata_and_RAG	cited_PL_evidence_interpretation_with_normalization_limits	LICENSED_CORPUS_REQUIRED	AI6_AI16_scalar_outputs_plus_template	spectral_claim_entailment_numeric_accuracy_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	PL_INTERPRETATION_NOT_AI6_OR_AI16_PREDICTION	PLAN_ONLY_PRE_FREEZE	0
ICM-159	OBJ-ICM-159-SEMEDS-MICROSTRUCTURE-EXPERT	SEM_EDS_morphology_composition_maps_scale_and_RAG	cited_microstructure_composition_interpretation	LICENSED_CORPUS_REQUIRED	keyword_caption_extract	morphology_claim_F1_element_consistency_citation_precision_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	MULTIMODAL_INTERPRETATION_NOT_SEM_DEFECT_CNN	PLAN_ONLY_PRE_FREEZE	0
ICM-160	OBJ-ICM-160-MULTIMODAL-CONFLICT-EXPERT	XRD_PL_SEM_EDS_thermal_EvidenceCards_with_provenance	cited_conflict_explanation_and_unresolved_claim_list	LICENSED_CORPUS_REQUIRED	fixed_source_priority_order	conflict_recall_grounded_claim_F1_and_false_resolution_rate	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	CONFLICT_EXPLANATION_NOT_DISAGREEMENT_ARBITER_SCORE	PLAN_ONLY_PRE_FREEZE	0
ICM-161	OBJ-ICM-161-DEFECT-DOPING-EXPERT	defect_doping_RAG_charge_state_formation_energy_and_property_evidence	cited_defect_doping_mechanism_answer	LICENSED_CORPUS_REQUIRED	charge_neutrality_template	charge_balance_accuracy_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	DEFECT_DOPING_QA_NOT_ICM100_ENERGY_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-162	OBJ-ICM-162-THINFILM-INTERFACE-EXPERT	thin_film_interface_RAG_adhesion_stress_and_process_evidence	cited_interface_failure_or_stability_explanation	LICENSED_CORPUS_REQUIRED	surface_energy_template	interface_claim_accuracy_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	THINFILM_REASONING_NOT_ICM114_ADHESION_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-163	OBJ-ICM-163-DIELECTRIC-THERMAL-EXPERT	dielectric_RAG_permittivity_loss_temperature_and_reliability_evidence	cited_dielectric_thermal_tradeoff_answer	LICENSED_CORPUS_REQUIRED	inverse_bandgap_template	tradeoff_claim_accuracy_numeric_consistency_and_grounded_claim_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	TRADEOFF_QA_NOT_ICM102_DIELECTRIC_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-164	OBJ-ICM-164-OPTOELECTRONIC-INTEGRATION-EXPERT	phosphor_semiconductor_package_RAG_and_interface_constraints	cited_optoelectronic_integration_compatibility_answer	LICENSED_CORPUS_REQUIRED	independent_domain_answers_without_cross_domain_model	cross_domain_constraint_recall_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	INTEGRATION_REASONING_NOT_SINGLE_DOMAIN_PREDICTOR	PLAN_ONLY_PRE_FREEZE	0
ICM-165	OBJ-ICM-165-CURE-RHEOLOGY-EXPERT	cure_rheology_RAG_DSC_FTIR_viscosity_and_process_evidence	cited_cure_window_and_rheology_interpretation	LICENSED_CORPUS_REQUIRED	Kamal_and_viscosity_threshold_template	window_constraint_accuracy_grounded_claim_F1_and_citation_precision	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	CURE_QA_NOT_ICM131_132_134_NUMERIC_HEADS	PLAN_ONLY_PRE_FREEZE	0
ICM-166	OBJ-ICM-166-INTERCONNECT-METALLURGY-EXPERT	interconnect_metallurgy_RAG_phase_diffusion_joint_and_cycle_evidence	cited_interconnect_failure_mechanism_answer	LICENSED_CORPUS_REQUIRED	alloy_lookup_template	mechanism_accuracy_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	METALLURGY_QA_NOT_SOLDER_IMAGE_CLASSIFIER	PLAN_ONLY_PRE_FREEZE	0
ICM-167	OBJ-ICM-167-WARPAGE-RELIABILITY-EXPERT	package_stack_warpage_stress_delamination_and_RAG	cited_warpage_to_reliability_chain_answer	LICENSED_CORPUS_REQUIRED	linear_CTE_mismatch_template	causal_chain_accuracy_numeric_consistency_and_grounded_claim_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	WARPAGE_QA_NOT_ICM139_TRAJECTORY_REGRESSION	PLAN_ONLY_PRE_FREEZE	0
ICM-168	OBJ-ICM-168-VIRTUAL-METROLOGY-YIELD-EXPERT	fab_sensor_virtual_metrology_yield_RAG_and_model_EvidenceCards	cited_virtual_metrology_and_yield_interpretation	LICENSED_CORPUS_REQUIRED	E4_batch_QC_LM	scope_accuracy_model_evidence_coverage_grounded_claim_F1_and_refusal_F1	params_le_1200k_W8_weights_le_1200KiB	DOMAIN_EXPERT_QA	FAB_VM_REASONING_NOT_ICM117_YIELD_OR_ICM119_MRR	PLAN_ONLY_PRE_FREEZE	0
ICM-169	OBJ-ICM-169-HYPOTHESIS-COMPOSER	selected_evidence_graph_unresolved_claims_and_domain_expert_outputs	ranked_testable_hypotheses_with_assumptions_and_falsifiers	LICENSED_CORPUS_REQUIRED	single_root_cause_template	hypothesis_coverage_testability_score_grounded_claim_F1_and_unsupported_rate	params_le_800k_W8_weights_le_800KiB	OFFLINE_DEEP_ANALYSIS	GENERATES_HYPOTHESES_NOT_ROOT_CAUSE_CLASSIFIER_AI5	PLAN_ONLY_PRE_FREEZE	0
ICM-170	OBJ-ICM-170-COUNTER-HYPOTHESIS	primary_hypothesis_evidence_graph_and_known_conflicts	strongest_grounded_counter_hypothesis_and_discriminating_evidence	LICENSED_CORPUS_REQUIRED	negate_primary_hypothesis_template	counterevidence_recall_grounded_claim_F1_and_novelty_without_contradiction	params_le_800k_W8_weights_le_800KiB	OFFLINE_DEEP_ANALYSIS	ADVERSARIAL_SECOND_VIEW_NOT_DUPLICATE_EXPERT	PLAN_ONLY_PRE_FREEZE	0
ICM-171	OBJ-ICM-171-NEXT-EVIDENCE-PLANNER	hypothesis_set_missing_edges_sensor_availability_and_test_costs	ranked_next_measurements_with_expected_information_gain	LICENSED_CORPUS_REQUIRED	fixed_missing_field_order	top_k_expert_agreement_expected_gain_regret_and_safety_constraint_accuracy	params_le_800k_W8_weights_le_800KiB	OFFLINE_DEEP_ANALYSIS	RECOMMENDS_OBSERVATION_ONLY_NO_ACTUATOR_OR_RECIPE_AUTHORITY	PLAN_ONLY_PRE_FREEZE	0
ICM-172	OBJ-ICM-172-GROUNDED-SYNTHESIS	hypotheses_counterhypothesis_retrieved_evidence_and_provenance_risks	final_cited_synthesis_with_resolved_unresolved_and_refused_claims	LICENSED_CORPUS_REQUIRED	concatenate_expert_summaries	grounded_claim_F1_contradiction_rate_citation_precision_numeric_consistency_and_refusal_F1	params_le_800k_W8_weights_le_800KiB	OFFLINE_DEEP_ANALYSIS	FINAL_SYNTHESIS_NOT_THIRD_GENERATION_CALL_OR_HIDDEN_ROUTER	PLAN_ONLY_PRE_FREEZE	0
ICM-173	OBJ-ICM-173-EXPERT-SELECTION	user_query_domain_features_and_available_model_capabilities	recommended_expert_ID_distribution	LICENSED_CORPUS_REQUIRED	deterministic_keyword_router	top1_accuracy_MRR_and_ECE	params_le_42k_INT8_weights_le_52KiB	ICMAT_COUNCIL_RAG	ADVISORY_SELECTION_ONLY_HUMAN_OR_EXPLICIT_TASK_RETAINS_AUTHORITY	PLAN_ONLY_PRE_FREEZE	0
ICM-174	OBJ-ICM-174-EVIDENCE-SUFFICIENCY	claim_required_fields_retrieved_evidence_provenance_and_coverage	evidence_sufficient_insufficient_probability	LICENSED_CORPUS_REQUIRED	citation_count_threshold	AUROC_Brier_score_and_insufficient_recall	params_le_34k_INT8_weights_le_44KiB	ICMAT_COUNCIL_RAG	SUFFICIENCY_SCORE_NOT_CLAIM_TRUTH_OR_ANSWER_QUALITY	PLAN_ONLY_PRE_FREEZE	0
ICM-175	OBJ-ICM-175-DISAGREEMENT-ARBITRATION	expert_claims_confidences_provenance_and_pairwise_NLI	supported_side_or_abstain_distribution	LICENSED_CORPUS_REQUIRED	majority_vote	macro_F1_abstain_recall_and_decision_regret	params_le_40k_INT8_weights_le_52KiB	ICMAT_COUNCIL_RAG	ARBITRATION_SCORE_NOT_MULTIMODAL_CONFLICT_TEXT_GENERATION	PLAN_ONLY_PRE_FREEZE	0
ICM-176	OBJ-ICM-176-REFUSAL-RISK	query_retrieval_coverage_OOD_NLI_and_numeric_flags	should_refuse_probability	LICENSED_CORPUS_REQUIRED	fixed_OOD_or_no_citation_rule	AUROC_unsafe_answer_FNR_and_ECE	params_le_30k_INT8_weights_le_40KiB	ICMAT_COUNCIL_RAG	REFUSAL_GATE_HAS_NO_DOMAIN_ANSWER_GENERATION	PLAN_ONLY_PRE_FREEZE	0
ICM-177	OBJ-ICM-177-CLAIM-SPAN-TAGGING	candidate_answer_tokens_and_sentence_boundaries	BIO_claim_spans_for_atomic_verification	LICENSED_CORPUS_REQUIRED	sentence_split_regex	span_F1_exact_claim_recall_and_boundary_error	params_le_44k_INT8_weights_le_56KiB	ICMAT_COUNCIL_RAG	SPAN_EXTRACTION_NOT_CLAIM_ENTAILMENT	PLAN_ONLY_PRE_FREEZE	0
ICM-178	OBJ-ICM-178-PROVENANCE-RISK	source_license_date_truth_class_and_claim_link_features	provenance_risk_low_medium_high_and_reason_code	LICENSED_CORPUS_REQUIRED	source_whitelist_rule	macro_F1_high_risk_recall_and_ECE	params_le_32k_INT8_weights_le_42KiB	ICMAT_COUNCIL_RAG	SOURCE_RISK_NOT_DOMAIN_OOD_OR_CLAIM_NLI	PLAN_ONLY_PRE_FREEZE	0
ICM-179	OBJ-ICM-179-ANSWER-QUALITY-ESTIMATION	answer_claims_NLI_citations_numeric_checks_and_refusal_context	answer_quality_score_0_to_1	LICENSED_CORPUS_REQUIRED	length_plus_citation_count_linear_score	Spearman_rho_MAE_and_bad_answer_AUPRC	params_le_38k_INT8_weights_le_48KiB	ICMAT_COUNCIL_RAG	HOLISTIC_POSTHOC_SCORE_NOT_EVIDENCE_SUFFICIENCY	PLAN_ONLY_PRE_FREEZE	0
ICM-180	OBJ-ICM-180-EVIDENCE-GAIN-REGRESSION	current_evidence_graph_candidate_measurement_cost_and_uncertainty	expected_uncertainty_reduction_per_candidate_evidence	LICENSED_CORPUS_REQUIRED	uncovered_field_count_heuristic	gain_MAE_Spearman_rho_and_top3_regret	params_le_40k_INT8_weights_le_52KiB	ICMAT_COUNCIL_RAG	LEARNED_INFORMATION_GAIN_NOT_NEXT_EVIDENCE_TEXT_GENERATOR	PLAN_ONLY_PRE_FREEZE	0
ICM-181	OBJ-ICM-181-PHOSPHOR-QUERY-ENCODING	phosphor_query_and_licensed_phosphor_passages	embedding_for_phosphor_relevance	LICENSED_CORPUS_REQUIRED	BM25_phosphor_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_64k_INT8_weights_le_80KiB	ICMAT_COUNCIL_RAG	PHOSPHOR_NAMESPACE_ONLY_NOT_GENERAL_ROUTER	PLAN_ONLY_PRE_FREEZE	0
ICM-182	OBJ-ICM-182-FURNACE-QUERY-ENCODING	furnace_query_and_licensed_furnace_evidence_passages	embedding_for_furnace_relevance	LICENSED_CORPUS_REQUIRED	BM25_furnace_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_64k_INT8_weights_le_80KiB	ICMAT_COUNCIL_RAG	FURNACE_NAMESPACE_ONLY_NOT_PHOSPHOR_ENCODER_COPY	PLAN_ONLY_PRE_FREEZE	0
ICM-183	OBJ-ICM-183-SEMIMAT-QUERY-ENCODING	semiconductor_material_query_and_licensed_property_passages	embedding_for_semimat_relevance	LICENSED_CORPUS_REQUIRED	BM25_semimat_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_68k_INT8_weights_le_84KiB	ICMAT_COUNCIL_RAG	SEMIMAT_NAMESPACE_EXPERIMENT_COMPUTATION_SEPARATED	PLAN_ONLY_PRE_FREEZE	0
ICM-184	OBJ-ICM-184-METROLOGY-QUERY-ENCODING	metrology_query_and_licensed_measurement_passages	embedding_for_metrology_relevance	LICENSED_CORPUS_REQUIRED	BM25_metrology_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_64k_INT8_weights_le_80KiB	ICMAT_COUNCIL_RAG	METROLOGY_NAMESPACE_WITH_UNIT_TERMS_NOT_IMAGE_MODEL	PLAN_ONLY_PRE_FREEZE	0
ICM-185	OBJ-ICM-185-PACKAGING-QUERY-ENCODING	packaging_query_and_licensed_reliability_passages	embedding_for_packaging_relevance	LICENSED_CORPUS_REQUIRED	BM25_packaging_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_64k_INT8_weights_le_80KiB	ICMAT_COUNCIL_RAG	PACKAGING_NAMESPACE_NOT_SEMIMAT_ENCODER_COPY	PLAN_ONLY_PRE_FREEZE	0
ICM-186	OBJ-ICM-186-FABQUALITY-QUERY-ENCODING	fab_quality_query_and_licensed_process_passages	embedding_for_fab_quality_relevance	LICENSED_CORPUS_REQUIRED	BM25_fab_quality_namespace	Recall_at_10_MRR_at_10_and_NDCG_at_10	params_le_64k_INT8_weights_le_80KiB	ICMAT_COUNCIL_RAG	FABQUALITY_NAMESPACE_NOT_FURNACE_PROCESS_ENCODER	PLAN_ONLY_PRE_FREEZE	0
ICM-187	OBJ-ICM-187-PHOSPHOR-RERANKING	phosphor_query_top50_candidates_and_cross_features	phosphor_passage_relevance_score	LICENSED_CORPUS_REQUIRED	ICM181_encoder_similarity_rank	NDCG_at_10_MRR_at_10_and_pairwise_accuracy	params_le_52k_INT8_weights_le_64KiB	ICMAT_COUNCIL_RAG	CROSS_ENCODER_RERANKS_PHOSPHOR_ONLY_NOT_QUERY_ENCODER	PLAN_ONLY_PRE_FREEZE	0
ICM-188	OBJ-ICM-188-FURNACE-RERANKING	furnace_query_top50_candidates_and_sensor_term_features	furnace_evidence_relevance_score	LICENSED_CORPUS_REQUIRED	ICM182_encoder_similarity_rank	NDCG_at_10_MRR_at_10_and_critical_evidence_recall	params_le_52k_INT8_weights_le_64KiB	ICMAT_COUNCIL_RAG	FURNACE_RERANKER_DISTINCT_FROM_PHOSPHOR_RERANKER	PLAN_ONLY_PRE_FREEZE	0
